full_text,case_folding,preprocessing,final_label,label,confidence
@ButterChaiLatte @aldinoone @ridwanhr Kalo gak silap dulu alasannya gegara premium sebelum dimatiin aslinya downgradean pertamax efek gaada lagi kilang yang produksi ron88 ditambah harga minyak dunia lagi turun sedangkan produksi pertalite oversupply karena harganya tanggung ke pertamax/swasta yang lagi turun...,@butterchailatte @aldinoone @ridwanhr kalo gak silap dulu alasannya gegara premium sebelum dimatiin aslinya downgradean pertamax efek gaada lagi kilang yang produksi ron88 ditambah harga minyak dunia lagi turun sedangkan produksi pertalite oversupply karena harganya tanggung ke pertamax/swasta yang lagi turun...,silap alas gegara premium dimatiin asli downgradean pertamax efek gaada kilang produksi ron tambah harga minyak dunia turun produksi pertalite oversupply harga tanggung pertamax swasta turun,negative,,
@randomable_ Solusinya ya bikin kilang baru dong kok jd nyampur pake etanol. ,@randomable_ solusinya ya bikin kilang baru dong kok jd nyampur pake etanol. ,solusi bikin kilang nyampur pake etanol,neutral,,
Kalo mau taat regulasi ya buat regulasi sampling bensin Shell BP yang keluar dari kilang mereka sesuai standar kah? Bukan malah mengharuskan keseragaman bahan baku impor sampai ke % campurannya,kalo mau taat regulasi ya buat regulasi sampling bensin shell bp yang keluar dari kilang mereka sesuai standar kah? bukan malah mengharuskan keseragaman bahan baku impor sampai ke % campurannya,taat regulasi regulasi sampling bensin shell bp kilang sesuai standar harus seragam bahan baku impor campur,neutral,,
@ridwanhr Untuk menutupi malu aturan di ubah menutup korupsi kilang kebakar/Dibakar..yassalam terbaik,@ridwanhr untuk menutupi malu aturan di ubah menutup korupsi kilang kebakar/dibakar..yassalam terbaik,tutup malu atur ubah tutup korupsi kilang bakar bakar yassalam baik,negative,,
Pekerja sesak nafas terperangkap dalam kebakaran kilang diselamatkan https://t.co/ENJ57uFLsU,pekerja sesak nafas terperangkap dalam kebakaran kilang diselamatkan https://t.co/enj57uflsu,kerja sesak nafas perangkap bakar kilang selamat,negative,,
Suruh bangun kilang minyak malah bikin BBM oplosan,suruh bangun kilang minyak malah bikin bbm oplosan,suruh bangun kilang minyak bikin bahan bakar minyak oplos,negative,,
@yaomin999 @susipudjiastuti oh kirain ini kilang baru dibangun,@yaomin999 @susipudjiastuti oh kirain ini kilang baru dibangun,kirain kilang bangun,neutral,,
@prabowo Ayoo dong @prabowo @pertamina 5 thn bangun kilang minyak terbaru/modern; 1. Sumatra 2 titik 2. Kalimantan 2 ttk 3. Sulawesi 2 ttk 4. Jawa-Bali-NTB-NTT 2 ttk 5. Papua 2 ttk Uangnya drmn? Konsultasi ke dukun topcer tempat pesugihan penghasil dollar dg tumbal koruptor+kelnya.,@prabowo ayoo dong @prabowo @pertamina 5 thn bangun kilang minyak terbaru/modern; 1. sumatra 2 titik 2. kalimantan 2 ttk 3. sulawesi 2 ttk 4. jawa-bali-ntb-ntt 2 ttk 5. papua 2 ttk uangnya drmn? konsultasi ke dukun topcer tempat pesugihan penghasil dollar dg tumbal koruptor+kelnya.,ayoo thn bangun kilang minyak baru modern sumatra titik kalimantan ttk sulawesi ttk jawa bal ntb ntt ttk papua ttk uang drmn konsultasi dukun topcer sugih hasil dollar tumbal koruptor kelnya,negative,,
@KhoirilAnwar_ @99propaganda @are_inismyname @BANGSAygSUJUD @coldbrew165 @DarekaRendy @florieliciouss @FDonghun @IrawanRommi @Kimberley_PS08 @DedynurPalakka Ayoo dong 5 thn kedpan bangun 10 kilang minyak terbaru n modern; 1. Sumatra 2 titik 2. Kalimantan 2 titik 3. Sulawesi 2 titik 4. Jawa-Bali-NTB-NTT 2 titik 5. Papua 2 titik Uangnya drmn? Konsultasi sj ke dukun2 topcer tempat pesugihan penghasil dollar dg tumbal koruptor+kelnya.,@khoirilanwar_ @99propaganda @are_inismyname @bangsaygsujud @coldbrew165 @darekarendy @florieliciouss @fdonghun @irawanrommi @kimberley_ps08 @dedynurpalakka ayoo dong 5 thn kedpan bangun 10 kilang minyak terbaru n modern; 1. sumatra 2 titik 2. kalimantan 2 titik 3. sulawesi 2 titik 4. jawa-bali-ntb-ntt 2 titik 5. papua 2 titik uangnya drmn? konsultasi sj ke dukun2 topcer tempat pesugihan penghasil dollar dg tumbal koruptor+kelnya.,ayoo thn kedpan bangun kilang minyak baru n modern sumatra titik kalimantan titik sulawesi titik jawa bal ntb ntt titik papua titik uang drmn konsultasi sj dukun topcer sugih hasil dollar tumbal koruptor kelnya,negative,,
@kompascom Muka lo tuh kilang minyak,@kompascom muka lo tuh kilang minyak,muka lo tuh kilang minyak,negative,,
untungnya orientasi kilang cuma minggu pertama doang....,untungnya orientasi kilang cuma minggu pertama doang....,untung orientasi kilang minggu doang,positive,,
ini aku kalau bawa hp ke dalam kilang udah jalan brp puluh km dah ,ini aku kalau bawa hp ke dalam kilang udah jalan brp puluh km dah ,bawa hp kilang jalan puluh km,neutral,,
@dkive02 @idextratime Mau sogok kilang minyak eh terbakar,@dkive02 @idextratime mau sogok kilang minyak eh terbakar,sogok kilang minyak eh bakar,negative,,
Jakarta - PT Pertamina (Persero) didorong membangun lebih banyak kilang. Selain itu Menteri ESDM Bahlil Lahadalia meminta Pertamina bisa berkolaborasi dengan berbagai pihak agar percepatan pembangunan kilang bisa dilakukan. Begitupun Pertamina mereka juga ekspansi untuk https://t.co/AzWH95CmNL,jakarta - pt pertamina (persero) didorong membangun lebih banyak kilang. selain itu menteri esdm bahlil lahadalia meminta pertamina bisa berkolaborasi dengan berbagai pihak agar percepatan pembangunan kilang bisa dilakukan. begitupun pertamina mereka juga ekspansi untuk https://t.co/azwh95cmnl,jakarta pt pertamina persero dorong bangun kilang menteri energi dan sumber daya mineral bahlil lahadalia pertamina kolaborasi cepat bangun kilang pertamina ekspansi,positive,,
@kentangenakbgt @BaseBDG aku jg klo keluar pake ss aja cukup sih kak soalnya karna mukaku oily klo pake moist terus mukaku minyakan tar makin kek kilang minyak. aku pake moist klo malem aja,@kentangenakbgt @basebdg aku jg klo keluar pake ss aja cukup sih kak soalnya karna mukaku oily klo pake moist terus mukaku minyakan tar makin kek kilang minyak. aku pake moist klo malem aja,pake ss aja sih kak muka oily pake moist muka minyak tar kek kilang minyak pake moist malem aja,neutral,,
𝟖 𝐎𝐊𝐓𝐎𝐁𝐄𝐑 𝟐𝟎𝟐𝟓: HARGA PANDUAN HARIAN BTS MPOB MENGIKUT WILAYAH (DI PINTU KILANG) https://t.co/sXRF4HLWMA,𝟖 𝐎𝐊𝐓𝐎𝐁𝐄𝐑 𝟐𝟎𝟐𝟓: harga panduan harian bts mpob mengikut wilayah (di pintu kilang) https://t.co/sxrf4hlwma, harga pandu hari bts mpob ikut wilayah pintu kilang,neutral,,
@LexWu_13 Ini gara2 import utk jual ke swasta yg ditolak karena tdk sesuai spec kualitas malah mau dibuat aturan? Dgn alasan mengurangi import lah bbm nya jg import bkn dari kilang sendiri ada yg aneh ngk ya???,@lexwu_13 ini gara2 import utk jual ke swasta yg ditolak karena tdk sesuai spec kualitas malah mau dibuat aturan? dgn alasan mengurangi import lah bbm nya jg import bkn dari kilang sendiri ada yg aneh ngk ya???,gara import jual swasta tolak sesuai spec kualitas atur alas kurang import bahan bakar minyak nya import bkn kilang aneh ngk,negative,,
Kan senang impornya . Sinetron lo kelihatan lul @mulya317 Genjot Proyek Kilang Bahlil: Masa Impor dari Tetangga yang Nggak Ada Minyak https://t.co/TM5b7IJCe8,kan senang impornya . sinetron lo kelihatan lul @mulya317 genjot proyek kilang bahlil: masa impor dari tetangga yang nggak ada minyak https://t.co/tm5b7ijce8,senang impor sinetron lo lul genjot proyek kilang bahlil impor tetangga minyak,negative,,
@bungalotus25 Sy pernah menanyakan hal yg sama ke P Archandra beliau hanya senyum² saja. Dia tahu kalau tambah kilang akan hilang fee penguasa dari mafia migaz.,@bungalotus25 sy pernah menanyakan hal yg sama ke p archandra beliau hanya senyum² saja. dia tahu kalau tambah kilang akan hilang fee penguasa dari mafia migaz.,p archandra beliau senyum kilang hilang fee kuasa mafia migaz,negative,,
BKPM Dorong SPBU Swasta Bangun Kilang untuk Jaga Stok BBM di Indonesia https://t.co/paKDE13JuT,bkpm dorong spbu swasta bangun kilang untuk jaga stok bbm di indonesia https://t.co/pakde13jut,bkpm dorong stasiun isi bahan bakar umum swasta bangun kilang jaga stok bahan bakar minyak indonesia,neutral,,
Polri melalui Polda Riau tengah menyelidiki penyebab kebakaran di Kilang Pertamina Refinery Unit II Kota Dumai. https://t.co/JrBjE1jOim,polri melalui polda riau tengah menyelidiki penyebab kebakaran di kilang pertamina refinery unit ii kota dumai. https://t.co/jrbje1joim,polri polda riau selidik sebab bakar kilang pertamina refinery unit ii kota dumai,neutral,,
@tanjung_nuzul @ferrykoto @bahlillahadalia Biaya pemrosesan minyak mentah menjadi bensin rata-rata sekitar US$0.40-0.70 per galon (Rp1.600-2.800 per liter kurs approx.) dan solar US$0.49 per galon (Rp2.000 per liter). Ini bervariasi berdasarkan lokasi dan teknologi kilang (data global 2025 dari EIA &amp; sumber terkait).,@tanjung_nuzul @ferrykoto @bahlillahadalia biaya pemrosesan minyak mentah menjadi bensin rata-rata sekitar us$0.40-0.70 per galon (rp1.600-2.800 per liter kurs approx.) dan solar us$0.49 per galon (rp2.000 per liter). ini bervariasi berdasarkan lokasi dan teknologi kilang (data global 2025 dari eia &amp; sumber terkait).,biaya pemrosesan minyak mentah bensin us galon rp liter kurs approx solar us galon rp liter variasi dasar lokasi teknologi kilang data global eia amp sumber kait,neutral,,
@tanyakanrl Gak tau aku pake unitary lumayan membantu kilang minyak ini,@tanyakanrl gak tau aku pake unitary lumayan membantu kilang minyak ini,tau pake unitary lumayan bantu kilang minyak,positive,,
@bitterllemon @arfdy12 Wah wah wah laju bak motorboat she harap tak bunyi bak kilang besi la lebum tu nnti.,@bitterllemon @arfdy12 wah wah wah laju bak motorboat she harap tak bunyi bak kilang besi la lebum tu nnti.,laju bak motorboat she harap bunyi bak kilang besi la lebum tu nnti,neutral,,
Pernyataan Menkeu juga ditanggapi pengamat energi Fabby Tumiwa. Jadi kilang itu baru ekonomis kalau sudah 40-50 tahun beroperasi butuh rentang waktu sejauh itu. Lalu apakah masih ada demand setelah 20 tahun kemudian dibangun? ujar Direktur Eksekutif Institute for Essential https://t.co/PDBvT5Jtlb,pernyataan menkeu juga ditanggapi pengamat energi fabby tumiwa. jadi kilang itu baru ekonomis kalau sudah 40-50 tahun beroperasi butuh rentang waktu sejauh itu. lalu apakah masih ada demand setelah 20 tahun kemudian dibangun? ujar direktur eksekutif institute for essential https://t.co/pdbvt5jtlb,nyata menkeu tanggap amat energi fabby tumiwa kilang ekonomis operasi butuh rentang demand bangun direktur eksekutif institute for essential,neutral,,
@ridwanhr Ssbenernya bang kalo pertamina punya kilang sendiri ga ngaruh sama kurs,@ridwanhr ssbenernya bang kalo pertamina punya kilang sendiri ga ngaruh sama kurs,ssbenernya bang pertamina kilang ngaruh kurs,neutral,,
@ARSIPAJA Solusi mengurangi impor BBM apa pak bahlil? Campur dengan etanol Bukannya fokus bangun kilang malah turunin kualitas BBM nya ,@arsipaja solusi mengurangi impor bbm apa pak bahlil? campur dengan etanol bukannya fokus bangun kilang malah turunin kualitas bbm nya ,solusi kurang impor bahan bakar minyak bahlil campur etanol fokus bangun kilang turunin kualitas bahan bakar minyak nya,neutral,,
@tukismind @ARSIPAJA bukan bro. ini tindak lanjut kesepakatan dagang US-Indo. Indog disuruh beli BBM US berapa barel itu gw lupa. secara spek minyak US emang ethanol 10%. iki akal2an pejabatnya buat ngurangin impor padahal kita aja gapunya kilang pengolahan minyak yg cukup. endingnya bakal impor US,@tukismind @arsipaja bukan bro. ini tindak lanjut kesepakatan dagang us-indo. indog disuruh beli bbm us berapa barel itu gw lupa. secara spek minyak us emang ethanol 10%. iki akal2an pejabatnya buat ngurangin impor padahal kita aja gapunya kilang pengolahan minyak yg cukup. endingnya bakal impor us,bro tindak sepakat dagang us indo indog suruh beli bahan bakar minyak us barel lupa spek minyak us emang ethanol iki akal an jabat ngurangin impor aja gapunya kilang olah minyak endingnya impor us,negative,,
Kritik Menkeu Purbaya justru ditanggapi positif oleh Dirut Pertamina Simon Aloysius. Kita sempat mendengar Pak Menteri Keuangan menyampaikan bahwa mungkin tidak banyak kilang yang dibangun tentunya itu menjadi masukan berharga buat kami ujarnya. https://t.co/EP60hAna9D https://t.co/Oue4oUA4Xt,kritik menkeu purbaya justru ditanggapi positif oleh dirut pertamina simon aloysius. kita sempat mendengar pak menteri keuangan menyampaikan bahwa mungkin tidak banyak kilang yang dibangun tentunya itu menjadi masukan berharga buat kami ujarnya. https://t.co/ep60hana9d https://t.co/oue4oua4xt,kritik menkeu purbaya tanggap positif dirut pertamina simon aloysius dengar menteri uang kilang bangun masuk harga,positive,,
Saya mau bertanya ke @grok apakah dengan mencampurkan Ethanol kemudian membuat Produk BBM Kilang kualitasnya akan menjadi lebih baik-berapa besar % campuran ethanol yang direkomendasikan agar aman untuk dicampurkan #hening,saya mau bertanya ke @grok apakah dengan mencampurkan ethanol kemudian membuat produk bbm kilang kualitasnya akan menjadi lebih baik-berapa besar % campuran ethanol yang direkomendasikan agar aman untuk dicampurkan #hening,campur ethanol produk bahan bakar minyak kilang kualitas campur ethanol rekomendasi aman campur hening,neutral,,
@ARSIPAJA Lucu juga ya pemerintah kita ini: - Subsidi BBM dipangkas terus. - Kilang minyak masih seadanya. - Impor BBM 60% Tapi tiba2 punya solusi: campur etanol 10%. Ini seperti org yg rumahnya bocor tapi drpd tambal atap malah beli payung mahal. Ajaib!,@arsipaja lucu juga ya pemerintah kita ini: - subsidi bbm dipangkas terus. - kilang minyak masih seadanya. - impor bbm 60% tapi tiba2 punya solusi: campur etanol 10%. ini seperti org yg rumahnya bocor tapi drpd tambal atap malah beli payung mahal. ajaib!,lucu perintah subsidi bahan bakar minyak pangkas kilang minyak ada impor bahan bakar minyak solusi campur etanol org rumah bocor tambal atap beli payung mahal ajaib,negative,,
Menteri Keuangan Purbaya sebut Pertamina malas bangun kilang baru sehingga impor BBM &amp; subsidi energi terus naik tiap tahun. Menteri ESDM Bahlil ogah tanggapi pernyataan Menkeu. Saya tidak mau mengomentari pernyataan orang lain. Tugas saya memastikan agar kilang-kilang lagi https://t.co/NUQV9eG7k0,menteri keuangan purbaya sebut pertamina malas bangun kilang baru sehingga impor bbm &amp; subsidi energi terus naik tiap tahun. menteri esdm bahlil ogah tanggapi pernyataan menkeu. saya tidak mau mengomentari pernyataan orang lain. tugas saya memastikan agar kilang-kilang lagi https://t.co/nuqv9eg7k0,menteri uang purbaya pertamina malas bangun kilang impor bahan bakar minyak amp subsidi energi menteri energi dan sumber daya mineral bahlil ogah tanggap nyata menkeu komentar nyata orang tugas kilang kilang,negative,,
Disinggung Purbaya Soal Bangun Kilang Ini Jawaban Bos Pertamina https://t.co/Ap7wa8pCE3,disinggung purbaya soal bangun kilang ini jawaban bos pertamina https://t.co/ap7wa8pce3,singgung purbaya bangun kilang bos pertamina,neutral,,
BIKIN BOROSSSS GOBLOK BAHLILLLL BIAR GAK BANYAK IMPOR YA ELU BANGUN KILANG MINYAK YG BANYAKKKK BUKAN DIBAKARRRRRRRR. GOBLOK! PERTAMINA BISA KAYA KALO GAK BANYAK KORUPSI ANJIRRRRRR COBA AJA PERSAIMGAN ELU SEHAT BUKAN CUMAN MANFAATIN KRN LU BUMN LU SAINGAN KUALITAS. PASTI LAKU!!,bikin borossss goblok bahlillll biar gak banyak impor ya elu bangun kilang minyak yg banyakkkk bukan dibakarrrrrrrr. goblok! pertamina bisa kaya kalo gak banyak korupsi anjirrrrrr coba aja persaimgan elu sehat bukan cuman manfaatin krn lu bumn lu saingan kualitas. pasti laku!!,bikin boros goblok bahlil biar impor elu bangun kilang minyak bakar goblok pertamina kaya korupsi anjir coba aja persaimgan elu sehat cuman manfaatin lu badan usaha milik negara lu saing kualitas laku,negative,,
@ARSIPAJA Supaya tdk banyak import solusinya harus bikin kilang minyak masa sih menterinya gak bisa berpikir,@arsipaja supaya tdk banyak import solusinya harus bikin kilang minyak masa sih menterinya gak bisa berpikir,import solusi bikin kilang minyak sih menteri pikir,negative,,
Persoalan mendasar BBM diolah di Singapura jadi BBM baru ke Indonesia untuk dijual menjadi beban baik penerintah maupun swasta. Benar apa disampaikan Pak Purbaya @menkeu_ri bahwa Pertamina tidak mau kerja keras membangun kilang minyak baru. https://t.co/pcwYWS3clP,persoalan mendasar bbm diolah di singapura jadi bbm baru ke indonesia untuk dijual menjadi beban baik penerintah maupun swasta. benar apa disampaikan pak purbaya @menkeu_ri bahwa pertamina tidak mau kerja keras membangun kilang minyak baru. https://t.co/pcwyws3clp,dasar bahan bakar minyak olah singapura bahan bakar minyak indonesia jual beban terin swasta purbaya pertamina kerja keras bangun kilang minyak,positive,,
#ICYMI Kerajaan Selangor tidak lagi akan bertolak ansur terhadap pengusaha kilang haram yang menceroboh tanah rizab kerajaan tegas EXCO Kerajaan Tempatan. Dato Ng Suee Lim berkata persepsi segelintir pihak menganggap Kerajaan Negeri hanya 'acah' bagi notis tanpa tindakan https://t.co/zSHZynVpXj,#icymi kerajaan selangor tidak lagi akan bertolak ansur terhadap pengusaha kilang haram yang menceroboh tanah rizab kerajaan tegas exco kerajaan tempatan. dato ng suee lim berkata persepsi segelintir pihak menganggap kerajaan negeri hanya 'acah' bagi notis tanpa tindakan https://t.co/zshzynvpxj,icymi raja selangor tolak ansur usaha kilang haram ceroboh tanah rizab raja exco raja tempat dato ng suee lim persepsi gelintir anggap raja negeri acah not tindak,positive,,
